doi,short_name,uniprotkb,protein,genbank_id
10.1002.bit.27450,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1002.bit.27450,leuC,P0A6A6,3-isopropylmalate dehydratase large subunit,WP_354687693.1
10.1002.bit.27485,acs,P27550,Acetyl-coenzyme A synthetase,XAY07663.1
10.1002.bit.27485,fre,P0AEN1,NAD(P)H-flavin reductase,WP_200768867.1
10.1002.bit.27485,lpd,P0A9P0,Dihydrolipoyl dehydrogenase,WP_354684880.1
10.1002.bit.27485,lysA,P00861,Diaminopimelate decarboxylase,WP_354692438.1
10.1002.bit.27547,sdhA,P0AC41,Succinate dehydrogenase flavoprotein subunit,WP_354687949.1
10.1002.bit.27547,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1002.bit.27547,hemA,P0A6X1,Glutamyl-tRNA reductase,WP_354687431.1
10.1002.bit.27577,nagA,O34450,N-acetylglucosamine-6-phosphate deacetylase,WP_354692568.1
10.1002.bit.27577,pta,P39646,Phosphate acetyltransferase,WP_354690204.1
10.1002.bit.27577,murQ,Q45582,N-acetylmuramic acid 6-phosphate etherase,WP_354690819.1
10.1002.bit.27577,gamP,P39816,PTS system glucosamine-specific EIICBA component,P39816.2
10.1002.bit.27577,glmM,O34824,Phosphoglucosamine mutase,WP_354685440.1
10.1002.bit.27577,ldh,P13714,L-lactate dehydrogenase,WP_354691639.1
10.1002.bit.27577,ycsE,P42962,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE,P42962.2
10.1002.bit.27577,nagP,O34521,PTS system N-acetylglucosamine-specific EIICB component,CAL1525491.1
10.1002.bit.27577,gamA,O31458,Glucosamine-6-phosphate deaminase 2,WP_354687009.1
10.1002.bit.27577,nagB,O35000,Glucosamine-6-phosphate deaminase 1,WP_354692325.1
10.1002.bit.27577,ywpJ,P94592,Phosphatase YwpJ,XCN10667.1
10.1002.bit.27717,PLB1,P39105,Lysophospholipase 1,XCO05849.1
10.1002.bit.27717,PLB3,Q08108,Lysophospholipase 3,XP_015613391.3
10.1002.bit.27717,LPP1,Q04396,Lipid phosphate phosphatase 1,XP_066159953.1
10.1002.bit.27717,PLB2,Q03674,Lysophospholipase 2,XCO05849.1
10.1002.bit.27717,FAA4,P47912,Long-chain-fatty-acid--CoA ligase 4,NP_956943.1
10.1002.bit.27717,FAA1,P30624,Long-chain-fatty-acid--CoA ligase 1,XP_066172979.1
10.1002.bit.27717,DPP1,Q05521,Diacylglycerol pyrophosphate phosphatase 1,XP_003071776.2
10.1002.bit.27717,POX1,P13711,Acyl-coenzyme A oxidase,XP_025878719.2
10.1002.bit.27717,PAH1,P32567,Phosphatidic acid phosphohydrolase 1,NP_001289371.1
10.1002.bit.27717,ARE2,P53629,Sterol O-acyltransferase 2,XP_066225725.1
10.1002.bit.27717,ARE1,P25628,Sterol O-acyltransferase 1,XP_066225725.1
10.1002.bit.27717,CDS1,P38221,Phosphatidate cytidylyltransferase,WP_354682324.1
10.1002.bit.27934,iclR,P16528,Transcriptional repressor IclR,XCO06021.1
10.1002.bit.27934,sthA,P27306,Soluble pyridine nucleotide transhydrogenase,XCN43428.1
10.1002.bit.27934,icdA,A0A0D8VVE7,Isocitrate dehydrogenase [NADP],WP_354692863.1
10.1002.bit.27934,gapA,P0A9B2,Glyceraldehyde-3-phosphate dehydrogenase A,WP_354690629.1
10.1002.bit.27934,aceA,P0A9G6,Isocitrate lyase,WP_354685213.1
10.1002.bit.27934,gapC,A0A0F3V3B1,Glyceraldehyde-3-phosphate dehydrogenase,WP_354690629.1
10.1002.bit.27934,ycdW,A0A024L457,Glyoxylate/hydroxypyruvate reductase A,WP_354685868.1
10.1002.bit.27952,thrA,P00561,Bifunctional aspartokinase/homoserine dehydrogenase 1,XP_015612302.1
10.1002.bit.27952,sucA,P0AFG3,2-oxoglutarate dehydrogenase E1 component,WP_354688041.1
10.1002.bit.27952,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1002.bit.27952,mlc,P50456,DNA-binding transcriptional repressor Mlc,WP_039078845.1
10.1002.bit.27952,icd,P08200,Isocitrate dehydrogenase [NADP],WP_354692863.1
10.1002.bit.27952,lysC,P08660,Lysine-sensitive aspartokinase 3,WP_354690522.1
10.1002.bit.27992,PYK1,P00549,Pyruvate kinase 1,WP_354690261.1
10.1002.bit.27992,ARO1,A0A6C1DQ03,Pentafunctional AROM polypeptide,XP_066088172.1
10.1002.bit.27992,PYC1,P11154,Pyruvate carboxylase 1,WP_142507587.1
10.1002.bit.27992,PCK1,P10963,Phosphoenolpyruvate carboxykinase (ATP),WP_354689259.1
10.1002.bit.28040,ARI1,P53111,NADPH-dependent aldehyde reductase ARI1,DAA07955.1
10.1002.bit.28040,OYE2,Q03558,NADPH dehydrogenase 2,WP_142946074.1
10.1002.bit.28040,OYE3,P41816,NADPH dehydrogenase 3,WP_142946074.1
10.1002.bit.28040,ADH6,Q04894,NADP-dependent alcohol dehydrogenase 6,7XL5_C
10.1002.bit.28040,ARO2,P28777,Chorismate synthase ARO2,DAA07962.1
10.1002.bit.28040,ERG20,P08524,Farnesyl pyrophosphate synthase,XP_066168481.1
10.1002.bit.28040,SAM2,P19358,S-adenosylmethionine synthase 2,WP_354688542.1
10.1002.bit.28040,CYB5,P40312,Cytochrome b5,WP_201034947.1
10.1002.bit.28040,GAL4,P04386,Regulatory protein GAL4,DAA11189.1
10.1002.bit.28040,ZWF1,P11412,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1002.bit.28040,CPR1,P14832,Peptidyl-prolyl cis-trans isomerase,WP_354678175.1
10.1002.bit.28048,lacZ,P00722,Beta-galactosidase,WP_354691818.1
10.1002.bit.28048,wcaG,A0A0A8J7Y2,GDP-L-fucose synthase,WP_354690306.1
10.1002.bit.28048,manC,O85342,Mannose-1-phosphate guanylyltransferase 2,WP_354652232.1
10.1002.bit.28048,gmd,P0AC88,"GDP-mannose 4,6-dehydratase",WP_354689772.1
10.1002.bit.28048,manB,P37755,Phosphomannomutase,WP_354689756.1
10.1002.bit.28055,ROX1,P25042,Repressor ROX1,DAA11485.1
10.1002.bit.28055,GDH1,P07262,NADP-specific glutamate dehydrogenase 1,XCO03937.1
10.1002.bit.28055,ERG20,P08524,Farnesyl pyrophosphate synthase,XP_066168481.1
10.1002.bit.28055,IDI1,P15496,Isopentenyl-diphosphate delta-isomerase,WP_354692386.1
10.1002.bit.28055,ERG2,P32352,C-8 sterol isomerase ERG2,KAL0640468.1
10.1002.bit.28055,INO2,P26798,Protein INO2,DAA11969.1
10.1002.bit.28055,ERG1,P32476,Squalene epoxidase ERG1,KAL0633258.1
10.1002.bit.28126,gpt,P0A9M5,Xanthine-guanine phosphoribosyltransferase,DAA08917.1
10.1002.bit.28126,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1002.bit.28126,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1002.bit.28126,pykA,P21599,Pyruvate kinase II,XCN09597.1
10.1002.bit.28126,hpt,P0A9M2,Hypoxanthine phosphoribosyltransferase,XCO02349.1
10.1002.bit.28126,apt,P69503,Adenine phosphoribosyltransferase,WP_354685755.1
10.1002.bit.28126,pykF,P0AD61,Pyruvate kinase I,WP_354690261.1
10.1002.bit.28159,ACL1,A0A2Z6EYU0,ATP-citrate synthase,XP_066161880.1
10.1002.bit.28159,ACC1,A0A2Z6EYS6,Acetyl-CoA carboxylase,WP_354692903.1
10.1002.bit.28242,pta,Q65TV5,Phosphate acetyltransferase,WP_354690204.1
10.1002.bit.28242,fumC,Q65UJ3,Fumarate hydratase class II,WP_354691357.1
10.1002.bit.28242,ackA,Q65TV4,Acetate kinase,WP_354688381.1
10.1002.bit.28242,ldhA,Q65QS4,LdhA protein,XCO03526.1
10.1002.bit.28273,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1002.bit.28273,ALAS,P00957,Alanine--tRNA ligase,WP_354689268.1
10.1002.bit.28277,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1002.bit.28277,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1002.bit.28277,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1002.bit.28277,aspC,P00509,Aspartate aminotransferase,WP_354692627.1
10.1002.bit.28638,pagP,P37001,Lipid A palmitoyltransferase PagP,WP_354691074.1
10.1002.bit.28638,kdtA,A0A023KQ85,3-deoxy-D-manno-octulosonic acid transferase,WP_354691439.1
10.1002.bit.28638,lpxT,P76445,Lipid A 1-diphosphate synthase,GAA5639382.1
10.1002.bit.28638,ybjG,P75806,Putative undecaprenyl-diphosphatase YbjG,GAA5640388.1
10.1002.bit.28638,pgpB,P0A924,Phosphatidylglycerophosphatase B,WP_354690664.1
10.1002.bit.28638,lpxL,P0ACV0,Lipid A biosynthesis lauroyltransferase,XCN42741.1
10.1002.bit.28638,lpxM,P24205,Lipid A biosynthesis myristoyltransferase,XCO04029.1
10.1002.bit.28645,phoB,P0AFJ5,Phosphate regulon transcriptional regulatory protein PhoB,WP_354685445.1
10.1002.bit.28645,flhC,P0ABY7,Flagellar transcriptional regulator FlhC,WP_354687649.1
10.1002.bit.28645,cueR,P0A9G4,HTH-type transcriptional regulator CueR,CAL5241721.1
10.1002.bit.28645,pdhR,P0ACL9,Pyruvate dehydrogenase complex repressor,XCO02338.1
10.1002.btpr.1993,NTH1,P32356,Cytosolic neutral trehalase,KAK7687406.1
10.1002.btpr.1993,GSY2,P27472,Glycogen [starch] synthase isoform 2,XP_066197102.1
10.1002.btpr.1998,xylB,Q8NU35,Xylulose kinase,XP_066207616.1
10.1002.btpr.2180,celR,O87590,HTH-type transcriptional regulator CelR,O87590.1
10.1002.btpr.222,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1002.btpr.222,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1002.btpr.228,sll0565,P74742,Sll0565 protein,BAL37240.1
10.1002.btpr.2496,YbtE,A0A9X3BDZ3,Yersiniabactin biosynthesis salycil-AMP ligase YbtE,XCO04128.1
10.1002.btpr.2496,YbtU,A0A380PDG6,Yersiniabactin biosynthetic protein YbtU,4GMF_D
10.1002.btpr.2799,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1002.btpr.2799,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1002.btpr.2799,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1002.btpr.2799,frdB,P0AC47,Fumarate reductase iron-sulfur subunit,XAG81602.1
10.1002.btpr.2799,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1002.btpr.2799,CadA,A0A0L7AKI2,Lysine decarboxylase CadA,XCO06157.1
10.1002.btpr.2799,AcnA,A0AAD0EJN8,Aconitate hydratase AcnA,WP_354690666.1
10.1002.btpr.559,eda,P0A955,KHG/KDPG aldolase,KAL0453334.1
10.1002.btpr.559,pfkA,P0A796,ATP-dependent 6-phosphofructokinase isozyme 1,CAL4859928.1
10.1002.btpr.559,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1002.btpr.559,sthA,P27306,Soluble pyridine nucleotide transhydrogenase,XCN43428.1
10.1002.btpr.559,edd,A0A376WXF1,Phosphogluconate dehydratase,WP_354687399.1
10.1002.btpr.702,ygfH,A0A0H3MKN1,Propionyl-CoA:succinate-CoA transferase,WP_353100957.1
10.1002.btpr.702,prpE,A0A037Y4W1,Acetyl-coenzyme A synthetase,XAY07663.1
10.1002.btpr.716,fabD,P0AAI9,Malonyl CoA-acyl carrier protein transacylase,XAY07560.1
10.1002.chem.202202991,nagZ,P75949,Beta-hexosaminidase,XP_066166910.1
10.1002.chem.202202991,ampD,P13016,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",WP_354691692.1
10.1002.chem.202301555,neuC,Q47400,Polysialic acid biosynthesis protein P7,QOP71460.1
10.1002.cssc.202102152,fadB,A0A024L7L5,Fatty acid oxidation complex subunit alpha,WP_354690188.1
10.1002.cssc.202102152,fadJ,P77399,Fatty acid oxidation complex subunit alpha,WP_354690188.1
10.1002.cssc.202102152,fadR,P0A8V6,Fatty acid metabolism regulator protein,XCO03366.1
10.1002.cssc.202102152,fadD,P69451,Long-chain-fatty-acid--CoA ligase,WP_354687268.1
10.1002.cssc.202102152,ydiI,A0A0H2V7M4,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",WP_354691324.1
10.1002.cssc.202102152,fadE,Q47146,Acyl-coenzyme A dehydrogenase,WP_354523023.1
10.1002.cssc.202102152,FadE,A0AAD2V9Q4,Acyl-CoA dehydrogenase FadE,WP_354691908.1
10.1002.cssc.202102152,FadD,A0AAD2NT53,Long-chain-fatty-acid--CoA ligase FadD,XCO03980.1
10.1002.elsc.201900151,aldB-I,Q88QE9,Aldehyde dehydrogenase,WP_354692267.1
10.1002.elsc.201900151,pedE,B1N7J0,PedE,NP_999032.1
10.1002.elsc.201900151,upp,A0A059UVY1,Uracil phosphoribosyltransferase,WP_354692909.1
10.1002.elsc.201900151,pedI,B1N7J6,Aldehyde dehydrogenase family protein,WP_354690466.1
10.1002.elsc.201900151,sthA,Q88KY8,Soluble pyridine nucleotide transhydrogenase,XCN43428.1
10.1002.elsc.201900151,bkdAA,Q88EQ2,2-oxoisovalerate dehydrogenase subunit alpha,XP_066206081.1
10.1002.elsc.201900151,pedH,A0A9X4CXZ2,PQQ-dependent alcohol dehydrogenase PedH,XCI42803.1
10.1002.elsc.201900151,ilvC,A5W952,Ketol-acid reductoisomerase (NADP(+)),XAY05516.1
10.1002.elsc.201900151,yqhD,Q88K01,"Alcohol dehydrogenase, NAD(P)-dependent",DAA11693.1
10.1002.elsc.201900151,adhA,A0A177Z8E0,Cytochrome c550,WP_354685065.1
10.1002.elsc.201900151,alsS,A0A1Q9RAC1,Acetolactate synthase,WP_354692504.1
10.1002.elsc.202100021,pdhR,P0ACL9,Pyruvate dehydrogenase complex repressor,XCO02338.1
10.1002.elsc.202100021,aceE,P0AFG8,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1002.elsc.202100158,trpD,A0A066SZD6,Anthranilate phosphoribosyltransferase,WP_354687705.1
10.1002.elsc.202100158,tnaA,P0A853,Tryptophanase,WP_354688478.1
10.1002.elsc.202200054,budA,A0A3L0VYQ2,Alpha-acetolactate decarboxylase,WP_354656165.1
10.1002.elsc.202200054,aceE,P0AFG8,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1002.ep.10599,fadE,Q47146,Acyl-coenzyme A dehydrogenase,WP_354523023.1
10.1002.ep.10599,fadD,P69451,Long-chain-fatty-acid--CoA ligase,WP_354687268.1
10.1002.ep.10599,fadB,A0A024L7L5,Fatty acid oxidation complex subunit alpha,WP_354690188.1
10.1002.jctb.5409,adhE,A0A060VRE6,Aldehyde-alcohol dehydrogenase,XAM47746.1
10.1002.jctb.5409,ldhA,A0A2A5MFI1,L-lactate dehydrogenase,WP_354691639.1
10.1002.jctb.5432,PFL,P09373,Formate acetyltransferase 1,GMM63204.1
10.1002.jctb.5531,rsmE,A0A267CEP6,Ribosomal RNA small subunit methyltransferase E,XCN41180.1
10.1002.jctb.5531,lon,A0A1H4K9H4,Lon protease,WP_354691120.1
10.1002.jctb.5540,pheA,A0A0J8YH10,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1002.jctb.6587,ADH1,A0A099P7N4,alcohol dehydrogenase,WP_354692497.1
10.1002.jctb.6587,ADH3,A0A1V2LR63,alcohol dehydrogenase,WP_354692497.1
10.1002.jctb.6787,ADH2,P00331,Alcohol dehydrogenase 2,WP_354692328.1
10.1002.jctb.6787,ADH1,P00330,Alcohol dehydrogenase 1,WP_354691552.1
10.1002.jctb.6787,ADH4,P10127,Alcohol dehydrogenase 4,WP_354690989.1
10.1002.jctb.6787,ALD6,P54115,"Magnesium-activated aldehyde dehydrogenase, cytosolic",P54115.4
10.1002.jctb.6787,ACS2,P52910,Acetyl-coenzyme A synthetase 2,XP_066240109.1
10.1002.jctb.7373,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1002.jctb.7373,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1002.jctb.7373,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1002.jsfa.12623,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1002.jsfa.12623,glk,P0A6V8,Glucokinase,WP_354685415.1
10.1002.jsfa.12623,ppk1,A0A0K4G8P2,Polyphosphate kinase,WP_354686058.1
10.1002.jsfa.12623,adk,P69441,Adenylate kinase,WP_354687383.1
10.1002.lipd.12299,ALT,A0A023ZVK5,NAD(+)--arginine ADP-ribosyltransferase,XP_066193644.1
10.1002.mbo3.486,YjgB,A0A7I9ACA9,YjgB_1 protein,GFG63830.1
10.1002.mbo3.930,crtY,Q01331,Lycopene beta-cyclase,WP_354667439.1
10.1002.mbo3.930,crtZ,Q01332,Beta-carotene hydroxylase,WP_201034947.1
10.1002.yea.1793,gox,P13006,Glucose oxidase,XP_065986377.1
10.1002.yea.2902,THI2,P38141,Thiamine biosynthesis regulatory protein,WP_286643806.1
10.1002.yea.3025,ARO7,P32178,Chorismate mutase,XCO08872.1
10.1002.yea.3038,Erg20,C7GRZ5,Erg20p,XP_712917.2
10.1002.yea.960,TRP1,P00912,N-(5'-phosphoribosyl)anthranilate isomerase,BAL36049.1
10.1002.yea.960,HIS3,P06633,Imidazoleglycerol-phosphate dehydratase,WP_322455492.1
10.1002.yea.960,XYL2,Q07993,D-xylulose reductase,DAA09387.1
10.1006.mben.1998.0109,pyk,A0A370V2Y6,Pyruvate kinase,WP_354688665.1
10.1006.mben.1998.0109,pykF,P0AD61,Pyruvate kinase I,WP_354690261.1
10.1006.mben.1998.0111,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1006.mben.1998.0111,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1006.mben.1999.0140,URA3,P03962,Orotidine 5'-phosphate decarboxylase,WP_354690662.1
10.1006.mben.1999.0140,GDH1,P07262,NADP-specific glutamate dehydrogenase 1,XCO03937.1
10.1006.mben.1999.0145,pgm,P36938,Phosphoglucomutase,WP_354688980.1
10.1006.mben.2000.0161,ppk,P0A7B1,Polyphosphate kinase,WP_354686058.1
10.1006.mben.2000.0191,XKS1,P42826,Xylulose kinase,XP_066207616.1
10.1006.mben.2001.0209,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1006.mben.2001.0209,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1007.BF02942339,fumB,P14407,"Fumarate hydratase class I, anaerobic",WP_354651532.1
10.1007.s00253-003-1357-9,pykF,P0AD61,Pyruvate kinase I,WP_354690261.1
10.1007.s00253-003-1452-y,ldh,A0A0V9RFW7,Lactate dehydrogenase,WP_354680285.1
10.1007.s00253-003-1452-y,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1007.s00253-003-1452-y,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1007.s00253-003-1470-9,glf,P37747,UDP-galactopyranose mutase,XCO09297.1
10.1007.s00253-003-1470-9,mdh,P61889,Malate dehydrogenase,WP_354692005.1
10.1007.s00253-003-1470-9,fdh,A0A376MQB8,Putative Aldo/keto reductase,XP_066242724.1
10.1007.s00253-003-1499-9,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1007.s00253-004-1575-9,ldh,E7CXT1,L-lactate dehydrogenase,WP_354691639.1
10.1007.s00253-004-1627-1,icd,P08200,Isocitrate dehydrogenase [NADP],WP_354692863.1
10.1007.s00253-005-1996-0,mdh,P61889,Malate dehydrogenase,WP_354692005.1
10.1007.s00253-005-1996-0,fdh,A0A376MQB8,Putative Aldo/keto reductase,XP_066242724.1
10.1007.s00253-006-0482-7,cydA,A0A9P1JKS9,Cytochrome bd ubiquinol oxidase (Subunit I),WP_142544175.1
10.1007.s00253-006-0535-y,iclR,P16528,Transcriptional repressor IclR,XCO06021.1
10.1007.s00253-006-0792-9,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1007.s00253-006-0792-9,tktA,P27302,Transketolase 1,WP_354690101.1
10.1007.s00253-006-0792-9,ppsA,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1007.s00253-006-0792-9,tyrA,P07023,T-protein,WP_354689847.1
10.1007.s00253-006-0792-9,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1007.s00253-007-0903-2,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1007.s00253-007-0916-x,leuA,P42455,2-isopropylmalate synthase,WP_354692177.1
10.1007.s00253-007-0916-x,lysC,P26512,Aspartokinase,WP_354690522.1
10.1007.s00253-007-1217-0,hyaB,P0ACD8,Hydrogenase-1 large chain,GAA5637797.1
10.1007.s00253-007-1217-0,frdC,P0A8Q0,Fumarate reductase subunit C,WP_322454302.1
10.1007.s00253-007-1217-0,hycA,P0AEV4,Formate hydrogenlyase regulatory protein HycA,GAA5639707.1
10.1007.s00253-007-1217-0,hybC,P0ACE0,Hydrogenase-2 large chain,P0AAM7.1
10.1007.s00253-007-1217-0,aceE,P0AFG8,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1007.s00253-007-1217-0,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1007.s00253-007-1307-z,aroF,P00888,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",P0A1B6.1
10.1007.s00253-007-1307-z,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1007.s00253-007-1307-z,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1007.s00253-007-1307-z,tyrA,P07023,T-protein,WP_354689847.1
10.1007.s00253-007-1307-z,csrD,P13518,RNase E specificity factor CsrD,XCO05316.1
10.1007.s00253-007-1307-z,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1007.s00253-007-1307-z,csrA,P69913,Carbon storage regulator,XCO04752.1
10.1007.s00253-007-1307-z,trpE,P00895,Anthranilate synthase component 1,WP_354687696.1
10.1007.s00253-007-1307-z,tktA,P27302,Transketolase 1,WP_354690101.1
10.1007.s00253-007-1307-z,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1007.s00253-008-1428-z,gfp,A0A4D6FW43,GFP,WP_322456667.1
10.1007.s00253-008-1631-y,metA,P07623,Homoserine O-succinyltransferase,WP_354690020.1
10.1007.s00253-008-1631-y,tdh,P07913,L-threonine 3-dehydrogenase,WP_354682409.1
10.1007.s00253-008-1703-z,bglA,A0A160PUK0,Beta-glucosidase,WP_354690257.1
10.1007.s00253-008-1703-z,xylB,Q8NU35,Xylulose kinase,XP_066207616.1
10.1007.s00253-008-1703-z,bglF,A0A0A1GL25,"PTS system, beta-glucoside-specific transporter subunit IIBCA",VEC80843.1
10.1007.s00253-009-1900-4,POS5,Q06892,"NADH kinase POS5, mitochondrial",DAA11247.1
10.1007.s00253-009-1963-2,kfiD,Q47329,UDP-glucose 6-dehydrogenase,WP_354690327.1
10.1007.s00253-009-2065-x,araA,C4B4W4,L-arabinose isomerase,XCO02292.1
10.1007.s00253-009-2085-6,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1007.s00253-009-2085-6,yqhD,Q46856,Alcohol dehydrogenase YqhD,WP_354691950.1
10.1007.s00253-009-2085-6,adhA,A0A377KDI2,Putative zinc-binding dehydrogenase,XAY07248.1
10.1007.s00253-009-2100-y,pflA,P0A9N4,Pyruvate formate-lyase 1-activating enzyme,QNT59638.2
10.1007.s00253-009-2202-6,GPD2,P41911,"Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial",XP_066201189.1
10.1007.s00253-009-2202-6,URA3,P03962,Orotidine 5'-phosphate decarboxylase,WP_354690662.1
10.1007.s00253-009-2244-9,PYK,P80885,Pyruvate kinase,WP_354688665.1
10.1007.s00253-009-2274-3,ldhA,S6B937,2-hydroxyacid dehydrogenase,WP_354691332.1
10.1007.s00253-009-2401-1,alsS,A0A3L0VW79,Acetolactate synthase AlsS,WP_354690715.1
10.1007.s00253-010-2676-2,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1007.s00253-010-2676-2,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1007.s00253-010-2676-2,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1007.s00253-010-2676-2,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1007.s00253-010-2706-0,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1007.s00253-010-2706-0,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1007.s00253-010-2706-0,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1007.s00253-010-2706-0,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1007.s00253-010-2870-2,GRE3,P38715,NADPH-dependent aldose reductase GRE3,P38715.1
10.1007.s00253-011-3190-x,cgR_2242,A4QG80,NADP-dependent oxidoreductase domain-containing protein,XP_066199627.1
10.1007.s00253-011-3196-4,GLC3,P32775,"1,4-alpha-glucan-branching enzyme",WP_354691527.1
10.1007.s00253-011-3280-9,adh2,A0A7W4LY99,Long-chain-alcohol dehydrogenase 2,XAY03903.1
10.1007.s00253-011-3369-1,TPI1,P00942,Triosephosphate isomerase,XP_066214244.1
10.1007.s00253-011-3369-1,ADH1,P00330,Alcohol dehydrogenase 1,WP_354691552.1
10.1007.s00253-011-3369-1,GPD1,Q00055,Glycerol-3-phosphate dehydrogenase [NAD(+)] 1,WP_354688608.1
10.1007.s00253-011-3369-1,ALD3,P54114,Aldehyde dehydrogenase [NAD(P)+] 2,XCN80298.1
10.1007.s00253-011-3404-2,STE2,D6VTK4,Pheromone alpha factor receptor,KAL0637976.1
10.1007.s00253-011-3478-x,lysC,P26512,Aspartokinase,WP_354690522.1
10.1007.s00253-011-3478-x,pyc,A0A0C5AH51,Pyruvate carboxylase,WP_354674127.1
10.1007.s00253-011-3478-x,hom,P08499,Homoserine dehydrogenase,WP_354689585.1
10.1007.s00253-011-3528-4,ispF,P62617,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",WP_354692221.1
10.1007.s00253-011-3528-4,ispD,Q46893,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,WP_354692222.1
10.1007.s00253-011-3528-4,idi,Q46822,Isopentenyl-diphosphate Delta-isomerase,WP_354692386.1
